-0.15967,51.11883,"NE","[10322]"
-0.14417,51.45625,"S","[10323]"
-0.18772,51.53372,"S","[10324]"
-0.17542,51.54139,"N","[10325]"
-0.17308,51.53339,"S","[10326]"
-0.16500,51.52075,"W","[10327]"
-0.15714,51.52214,"W","[10329]"
-0.14758,51.52350,"W","[10330]"
-0.14547,51.52397,"O","[10331]"
-2.15108,52.58100,"NO","[10332]"
-2.14944,52.58222,"SW","[10333]"
-0.11983,51.37639,"N","[10334]"
-0.34075,50.99167,"[10336]","[10336]"
-0.13103,51.42889,"N","[10337]"
-0.05975,51.40853,"[10338]","[10338]"
-0.12425,51.44553,"S","[10339]"
-0.12400,51.44500,"W","[10340]"
-0.12269,51.47217,"N","[10343]"
-0.11722,51.47728,"N","[10345]"
-0.11678,51.47758,"S","[10346]"
-0.11100,51.48153,"S","[10348]"
-0.11083,51.48100,"N","[10349]"
-0.08392,51.46481,"N","[10352]"
-2.75836,53.36011,"E","[10353]"
-0.10722,51.49719,"NW","[10355-]"
-0.13317,51.52644,"W","[10356]"
-0.13031,51.54797,"S","[10358]"
-0.10667,51.53189,"O","[10359]"
-0.08861,51.42017,"NW","[10363]"
-0.07025,51.47778,"S","[10364]"
-0.03803,51.47544,"[10365]","[10365]"
-0.02825,51.46983,"[10367]","[10367]"
-0.02792,51.46961,"[10368]","[10368]"
0.02542,51.36761,"W","[10370]"
-0.00439,51.53628,"[10371]","[10371]"
-0.00253,51.44506,"O","[10372]"
0.01494,51.44628,"W","[10373]"
0.02225,51.44814,"O","[10374]"
0.03900,51.45494,"[10375]","[10375]"
-0.11922,51.55758,"N","[10377]"
-0.11497,51.56011,"[10378]","[10378]"
-0.10400,51.56497,"[10379]","[10379]"
-0.08103,51.57928,"[10380]","[10380]"
0.21461,51.59308,"[10381]","[10381]"
0.53489,51.37881,"[10382]","[10382]"
0.53519,51.37856,"[10383]","[10383]"
0.65581,51.54797,"W","[10384]"
1.28503,52.63172,"Ecke Dereham Road, N","[10386]"
-1.59636,54.97492,"W","[10387]"
